person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons
25,96000,RENT,3.0,VENTURE,B,12000,11.99,0,0.125,N,3,0.015,0.125,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.1321002461701154,821,Very Low,Approve,Very Low risk tier (PD=13.2%) — strong repayment profile.
23,88000,MORTGAGE,2.0,MEDICAL,C,6625,11.22,0,0.0753,Y,3,0.0084,0.0753,75-100k,18-25,Early(1-3y),Building(2-5y),1,0,0,0,0.1550016007625404,807,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
22,96000,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.61,0,0.125,Y,3,0.017,0.125,75-100k,18-25,Early(1-3y),Building(2-5y),1,0,0,1,0.3842010061500653,669,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
25,88140,MORTGAGE,5.0,EDUCATION,C,15000,13.49,0,0.1702,Y,3,0.023,0.1702,75-100k,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.1667393000538657,800,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,88200,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,10.59,0,0.034,N,4,0.0036,0.034,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.1699046579472883,798,Very Low,Approve,Very Low risk tier (PD=17.0%) — strong repayment profile.
22,88200,MORTGAGE,6.0,DEBTCONSOLIDATION,A,21000,6.17,0,0.2381,N,2,0.0147,0.2381,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.1649219102945727,801,Very Low,Approve,Very Low risk tier (PD=16.5%) — strong repayment profile.
22,88200,MORTGAGE,1.0,VENTURE,D,19000,14.61,0,0.2154,Y,3,0.0315,0.2154,75-100k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0,0.5143328233285972,591,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
23,76268,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,11.89,1,0.1967,N,2,0.0234,0.1967,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.2910749443340474,725,Low,Approve,Low risk tier (PD=29.1%) — acceptable risk under standard policy.
24,88494,OWN,8.0,MEDICAL,B,24000,10.99,0,0.2712,N,2,0.0298,0.2712,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.0495200157868337,870,Very Low,Approve,Very Low risk tier (PD=5.0%) — strong repayment profile.
23,88500,MORTGAGE,2.0,EDUCATION,C,5000,13.99,0,0.0565,N,4,0.0079,0.0565,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.1503856949992289,810,Very Low,Approve,Very Low risk tier (PD=15.0%) — strong repayment profile.
23,88500,MORTGAGE,3.0,EDUCATION,A,12000,7.51,0,0.1356,N,4,0.0102,0.1356,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.0620137592148995,863,Very Low,Approve,Very Low risk tier (PD=6.2%) — strong repayment profile.
24,100000,RENT,5.0,HOMEIMPROVEMENT,A,12000,7.9,0,0.12,N,2,0.0095,0.12,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.2145834418190328,771,Low,Approve,Low risk tier (PD=21.5%) — acceptable risk under standard policy.
26,88500,MORTGAGE,10.0,EDUCATION,A,10000,8.59,0,0.113,N,4,0.0097,0.113,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.0650727265465669,861,Very Low,Approve,Very Low risk tier (PD=6.5%) — strong repayment profile.
25,100000,RENT,3.0,VENTURE,B,12000,9.91,0,0.12,N,3,0.0119,0.12,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.0959492170539179,842,Very Low,Approve,Very Low risk tier (PD=9.6%) — strong repayment profile.
22,88512,MORTGAGE,6.0,PERSONAL,A,3000,5.79,0,0.0339,N,3,0.002,0.0339,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0351964030863249,879,Very Low,Approve,Very Low risk tier (PD=3.5%) — strong repayment profile.
24,88560,MORTGAGE,7.0,PERSONAL,B,10000,11.49,0,0.1129,N,4,0.013,0.1129,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1286495189525569,823,Very Low,Approve,Very Low risk tier (PD=12.9%) — strong repayment profile.
22,88620,MORTGAGE,6.0,DEBTCONSOLIDATION,A,24000,6.62,0,0.2708,N,3,0.0179,0.2708,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1953101304634519,783,Very Low,Approve,Very Low risk tier (PD=19.5%) — strong repayment profile.
25,88668,MORTGAGE,2.0,MEDICAL,A,3000,6.62,0,0.0338,N,2,0.0022,0.0338,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.0516464795351827,869,Very Low,Approve,Very Low risk tier (PD=5.2%) — strong repayment profile.
23,76800,MORTGAGE,0.0,EDUCATION,F,7200,20.89,1,0.0938,N,2,0.0196,0.0938,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.8790380666895321,373,Very High,Reject,Very High risk tier (PD=87.9%) — default probability too high for approval under current risk appetite.
26,88800,MORTGAGE,10.0,MEDICAL,B,10000,11.36,0,0.1126,N,3,0.0128,0.1126,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.1573097329879331,806,Very Low,Approve,Very Low risk tier (PD=15.7%) — strong repayment profile.
25,76800,MORTGAGE,9.0,DEBTCONSOLIDATION,D,15000,14.96,1,0.1953,N,2,0.0292,0.1953,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.8018694810373522,419,Very High,Reject,Very High risk tier (PD=80.2%) — default probability too high for approval under current risk appetite.
22,88812,MORTGAGE,6.0,EDUCATION,D,29000,15.65,0,0.3265,N,2,0.0511,0.3265,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.6590427991399798,505,High,Manual Review,High risk tier (PD=65.9%) — requires underwriter judgement and possibly additional collateral/guarantor.
22,88824,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12600,7.66,0,0.1419,N,3,0.0109,0.1419,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1215541471083632,827,Very Low,Approve,Very Low risk tier (PD=12.2%) — strong repayment profile.
26,88900,MORTGAGE,9.0,MEDICAL,C,19200,14.65,0,0.216,N,4,0.0316,0.216,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.289312782415998,726,Low,Approve,Low risk tier (PD=28.9%) — acceptable risk under standard policy.
26,88900,OWN,2.0,MEDICAL,B,5000,11.83,0,0.0562,N,4,0.0067,0.0562,75-100k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.0284484506817711,883,Very Low,Approve,Very Low risk tier (PD=2.8%) — strong repayment profile.
24,65450,MORTGAGE,8.0,MEDICAL,D,5000,16.77,1,0.0764,N,4,0.0128,0.0764,50-75k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.779996143766642,432,Very High,Reject,Very High risk tier (PD=78.0%) — default probability too high for approval under current risk appetite.
24,89000,OWN,7.0,HOMEIMPROVEMENT,D,15000,17.58,0,0.1685,N,4,0.0296,0.1685,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.4864645127667614,608,Moderate,Approve with Conditions,Moderate risk tier (PD=48.6%) — approve with adjusted terms (higher rate and/or lower approved amount).
23,100000,RENT,1.0,EDUCATION,C,12000,13.57,0,0.12,N,3,0.0163,0.12,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.2316724649932042,761,Low,Approve,Low risk tier (PD=23.2%) — acceptable risk under standard policy.
23,88000,RENT,0.0,PERSONAL,D,12000,14.61,1,0.1364,Y,4,0.0199,0.1364,75-100k,18-25,Unstable(<1y),Building(2-5y),1,0,0,1,0.7617528077577997,443,Very High,Reject,Very High risk tier (PD=76.2%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
25,89000,MORTGAGE,9.0,MEDICAL,A,14000,7.49,0,0.1573,N,2,0.0118,0.1573,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.1060142239282845,836,Very Low,Approve,Very Low risk tier (PD=10.6%) — strong repayment profile.
25,78200,RENT,9.0,MEDICAL,E,12000,16.4,1,0.1535,N,4,0.0252,0.1535,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.8982453698221713,361,Very High,Reject,Very High risk tier (PD=89.8%) — default probability too high for approval under current risk appetite.
22,89000,MORTGAGE,6.0,VENTURE,B,20000,10.99,0,0.2247,N,4,0.0247,0.2247,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0975005715046167,841,Very Low,Approve,Very Low risk tier (PD=9.8%) — strong repayment profile.
26,104000,RENT,3.0,PERSONAL,B,12000,12.21,0,0.1154,N,3,0.0141,0.1154,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.2025484677175759,778,Low,Approve,Low risk tier (PD=20.3%) — acceptable risk under standard policy.
25,77000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,14500,15.95,1,0.1883,Y,2,0.03,0.1883,75-100k,18-25,Stable(7y+),New(<=2y),1,0,0,0,0.8496886313975375,390,Very High,Reject,Very High risk tier (PD=85.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
26,89000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.0899,N,2,0.0099,0.0899,75-100k,26-35,Stable(7y+),New(<=2y),0,0,0,0,0.2085805611848235,775,Low,Approve,Low risk tier (PD=20.9%) — acceptable risk under standard policy.
23,105000,RENT,0.0,EDUCATION,C,12000,12.61,0,0.1143,N,2,0.0144,0.1143,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.1971267343333527,782,Very Low,Approve,Very Low risk tier (PD=19.7%) — strong repayment profile.
24,89000,MORTGAGE,8.0,MEDICAL,C,25000,13.11,0,0.2809,Y,3,0.0368,0.2809,75-100k,18-25,Stable(7y+),Building(2-5y),1,0,0,0,0.2819445356881331,731,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
25,93000,RENT,0.0,DEBTCONSOLIDATION,D,12000,13.12,1,0.129,N,2,0.0169,0.129,75-100k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.7947701507837754,423,Very High,Reject,Very High risk tier (PD=79.5%) — default probability too high for approval under current risk appetite.
24,110000,RENT,5.0,PERSONAL,A,12000,7.9,0,0.1091,N,2,0.0086,0.1091,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.1015372209400598,839,Very Low,Approve,Very Low risk tier (PD=10.2%) — strong repayment profile.
22,89000,MORTGAGE,6.0,PERSONAL,C,16000,13.22,0,0.1798,N,4,0.0238,0.1798,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.2021108011962027,779,Low,Approve,Low risk tier (PD=20.2%) — acceptable risk under standard policy.
25,110000,RENT,8.0,HOMEIMPROVEMENT,C,12000,12.23,0,0.1091,Y,2,0.0133,0.1091,100k+,18-25,Stable(7y+),New(<=2y),1,0,0,1,0.358641681469716,685,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,110000,RENT,2.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.1091,N,2,0.0086,0.1091,100k+,26-35,Early(1-3y),New(<=2y),0,0,0,1,0.1883066531659603,787,Very Low,Approve,Very Low risk tier (PD=18.8%) — strong repayment profile.
26,110000,RENT,4.0,VENTURE,B,12000,10.99,0,0.1091,N,2,0.012,0.1091,100k+,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.0976349766659917,841,Very Low,Approve,Very Low risk tier (PD=9.8%) — strong repayment profile.
25,89016,MORTGAGE,9.0,MEDICAL,A,4500,7.49,0,0.0506,N,3,0.0038,0.0506,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0655531194333771,861,Very Low,Approve,Very Low risk tier (PD=6.6%) — strong repayment profile.
26,89018,MORTGAGE,7.0,EDUCATION,C,5800,11.97,0,0.0652,Y,2,0.0078,0.0652,75-100k,26-35,Established(3-7y),New(<=2y),1,0,0,0,0.1098656555696553,834,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
21,111016,RENT,5.0,PERSONAL,C,12000,13.11,0,0.1081,N,2,0.0142,0.1081,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.2379180160396215,757,Low,Approve,Low risk tier (PD=23.8%) — acceptable risk under standard policy.
26,112000,RENT,1.0,EDUCATION,C,12000,13.49,0,0.1071,Y,4,0.0145,0.1071,100k+,26-35,Unstable(<1y),Building(2-5y),1,0,0,1,0.1991922482644793,780,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
23,89204,MORTGAGE,5.0,EDUCATION,A,18000,7.9,0,0.2018,N,4,0.0159,0.2018,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0866097043925808,848,Very Low,Approve,Very Low risk tier (PD=8.7%) — strong repayment profile.
24,113000,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.1062,N,2,0.008,0.1062,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.1384862250406873,817,Very Low,Approve,Very Low risk tier (PD=13.8%) — strong repayment profile.
22,89440,MORTGAGE,6.0,VENTURE,A,8000,5.79,0,0.0894,N,4,0.0052,0.0894,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.026749357659179,884,Very Low,Approve,Very Low risk tier (PD=2.7%) — strong repayment profile.
26,115000,RENT,3.0,VENTURE,B,12000,10.99,0,0.1043,N,3,0.0115,0.1043,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.0923297251407669,845,Very Low,Approve,Very Low risk tier (PD=9.2%) — strong repayment profile.
24,115000,RENT,8.0,EDUCATION,A,12000,6.54,0,0.1043,N,3,0.0068,0.1043,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.064454721473329,861,Very Low,Approve,Very Low risk tier (PD=6.4%) — strong repayment profile.
22,119000,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.36,0,0.1008,N,2,0.0104,0.1008,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.2048527532681173,777,Low,Approve,Low risk tier (PD=20.5%) — acceptable risk under standard policy.
23,120000,RENT,7.0,EDUCATION,B,12000,11.71,0,0.1,N,4,0.0117,0.1,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.1370706138618655,818,Very Low,Approve,Very Low risk tier (PD=13.7%) — strong repayment profile.
25,120000,RENT,1.0,VENTURE,A,12000,7.49,0,0.1,N,4,0.0075,0.1,100k+,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.0485308591010228,871,Very Low,Approve,Very Low risk tier (PD=4.9%) — strong repayment profile.
25,89796,MORTGAGE,2.0,VENTURE,B,9000,11.11,0,0.1002,N,4,0.0111,0.1002,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.0673838499676662,860,Very Low,Approve,Very Low risk tier (PD=6.7%) — strong repayment profile.
22,89800,MORTGAGE,6.0,DEBTCONSOLIDATION,B,20000,12.53,0,0.2227,N,2,0.0279,0.2227,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.2593743260574294,744,Low,Approve,Low risk tier (PD=25.9%) — acceptable risk under standard policy.
24,78000,MORTGAGE,8.0,VENTURE,C,24000,15.96,1,0.3077,N,4,0.0491,0.3077,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.2354903338014875,759,Low,Approve with Conditions,Low risk tier (PD=23.5%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
25,120000,RENT,3.0,PERSONAL,B,12000,9.01,0,0.1,N,2,0.009,0.1,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.1149828654542776,831,Very Low,Approve,Very Low risk tier (PD=11.5%) — strong repayment profile.
25,123000,RENT,0.0,EDUCATION,A,12000,9.63,0,0.0976,N,2,0.0094,0.0976,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.090579728414924,846,Very Low,Approve,Very Low risk tier (PD=9.1%) — strong repayment profile.
25,123144,RENT,2.0,MEDICAL,B,12000,10.75,0,0.0974,N,2,0.0105,0.0974,100k+,18-25,Early(1-3y),New(<=2y),0,0,0,1,0.1749982718938424,795,Very Low,Approve,Very Low risk tier (PD=17.5%) — strong repayment profile.
23,90000,MORTGAGE,4.0,PERSONAL,C,20000,14.65,0,0.2222,Y,3,0.0326,0.2222,75-100k,18-25,Established(3-7y),Building(2-5y),1,0,0,0,0.2303346047608989,762,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,125000,RENT,3.0,MEDICAL,A,12000,6.99,0,0.096,N,4,0.0067,0.096,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.0951199092780089,843,Very Low,Approve,Very Low risk tier (PD=9.5%) — strong repayment profile.
25,36000,OWN,0.0,VENTURE,B,2400,12.21,0,0.0667,N,2,0.0081,0.0667,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,0,0.0190854893261036,889,Very Low,Approve,Very Low risk tier (PD=1.9%) — strong repayment profile.
22,36000,OWN,2.0,EDUCATION,B,14000,11.26,0,0.3889,N,4,0.0438,0.3889,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.3168965829432337,710,Low,Approve with Conditions,Low risk tier (PD=31.7%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
23,113000,RENT,1.0,PERSONAL,D,12000,15.28,1,0.1062,Y,3,0.0162,0.1062,100k+,18-25,Unstable(<1y),Building(2-5y),1,0,0,1,0.7190842841485479,469,Very High,Reject,Very High risk tier (PD=71.9%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
26,90000,MORTGAGE,0.0,EDUCATION,B,6000,9.91,0,0.0667,N,3,0.0066,0.0667,75-100k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.0710128531275396,857,Very Low,Approve,Very Low risk tier (PD=7.1%) — strong repayment profile.
24,66300,MORTGAGE,6.0,MEDICAL,E,30000,19.42,1,0.4525,N,3,0.0879,0.4525,50-75k,18-25,Established(3-7y),Building(2-5y),0,1,0,0,0.9421268893161016,335,Very High,Reject,Very High risk tier (PD=94.2%) — default probability too high for approval under current risk appetite.
23,36000,OWN,2.0,MEDICAL,C,12000,12.53,0,0.3333,N,2,0.0418,0.3333,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.3533196307671475,688,Low,Approve with Conditions,Low risk tier (PD=35.3%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
25,90000,MORTGAGE,9.0,EDUCATION,A,7750,7.51,0,0.0861,N,4,0.0065,0.0861,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0486656621678013,871,Very Low,Approve,Very Low risk tier (PD=4.9%) — strong repayment profile.
23,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,4000,10.65,0,0.0444,N,3,0.0047,0.0444,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1400935108359702,816,Very Low,Approve,Very Low risk tier (PD=14.0%) — strong repayment profile.
25,90000,MORTGAGE,2.0,MEDICAL,B,15000,12.42,0,0.1667,N,2,0.0207,0.1667,75-100k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.1956027120856008,783,Very Low,Approve,Very Low risk tier (PD=19.6%) — strong repayment profile.
23,127500,RENT,8.0,VENTURE,B,12000,10.37,0,0.0941,N,4,0.0098,0.0941,100k+,18-25,Stable(7y+),Building(2-5y),0,0,0,1,0.0764564446239176,854,Very Low,Approve,Very Low risk tier (PD=7.6%) — strong repayment profile.
23,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,N,3,0.0051,0.04,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.1892064007458047,786,Very Low,Approve,Very Low risk tier (PD=18.9%) — strong repayment profile.
22,90000,MORTGAGE,6.0,PERSONAL,A,14300,6.03,0,0.1589,N,4,0.0096,0.1589,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0705457571368722,858,Very Low,Approve,Very Low risk tier (PD=7.1%) — strong repayment profile.
26,78000,MORTGAGE,10.0,EDUCATION,B,14000,9.91,1,0.1795,N,4,0.0178,0.1795,75-100k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.1285797719844342,823,Very Low,Approve,Very Low risk tier (PD=12.9%) — strong repayment profile.
24,90000,MORTGAGE,7.0,EDUCATION,B,35000,10.65,0,0.3889,N,3,0.0414,0.3889,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.2017214143200474,779,Low,Approve with Conditions,Low risk tier (PD=20.2%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
25,36000,OWN,10.0,EDUCATION,B,11200,9.76,0,0.3111,N,4,0.0304,0.3111,25-50k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.1743809183250306,795,Very Low,Approve,Very Low risk tier (PD=17.4%) — strong repayment profile.
25,90000,MORTGAGE,2.0,MEDICAL,B,9500,11.71,0,0.1056,N,4,0.0124,0.1056,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.1584128485481959,805,Very Low,Approve,Very Low risk tier (PD=15.8%) — strong repayment profile.
26,130000,RENT,5.0,EDUCATION,C,12000,14.22,0,0.0923,Y,2,0.0131,0.0923,100k+,26-35,Established(3-7y),New(<=2y),1,0,0,1,0.1934652814304907,784,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,18000,9.91,0,0.2,N,2,0.0198,0.2,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.2475256524768063,751,Low,Approve,Low risk tier (PD=24.8%) — acceptable risk under standard policy.
26,136000,RENT,2.0,PERSONAL,C,12000,14.72,0,0.0882,Y,2,0.013,0.0882,100k+,26-35,Early(1-3y),New(<=2y),1,0,0,1,0.2368999759994854,758,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
22,78000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,25000,16.77,1,0.3205,N,2,0.0538,0.3205,75-100k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.8857621196759379,369,Very High,Reject,Very High risk tier (PD=88.6%) — default probability too high for approval under current risk appetite.
23,140000,RENT,5.0,DEBTCONSOLIDATION,B,12000,11.12,0,0.0857,N,3,0.0095,0.0857,100k+,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.1951651395060026,783,Very Low,Approve,Very Low risk tier (PD=19.5%) — strong repayment profile.
22,36000,OWN,4.0,EDUCATION,A,3250,7.75,0,0.0903,N,4,0.007,0.0903,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0153723032032876,891,Very Low,Approve,Very Low risk tier (PD=1.5%) — strong repayment profile.
25,90000,MORTGAGE,9.0,PERSONAL,A,3600,7.9,0,0.04,N,2,0.0032,0.04,75-100k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.0523144240345538,869,Very Low,Approve,Very Low risk tier (PD=5.2%) — strong repayment profile.
24,90000,MORTGAGE,0.0,MEDICAL,B,13000,12.42,0,0.1444,N,3,0.0179,0.1444,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.1873385297275435,788,Very Low,Approve,Very Low risk tier (PD=18.7%) — strong repayment profile.
26,150000,RENT,3.0,PERSONAL,A,12000,7.9,0,0.08,N,3,0.0063,0.08,100k+,26-35,Early(1-3y),Building(2-5y),0,0,0,1,0.0704903387745607,858,Very Low,Approve,Very Low risk tier (PD=7.0%) — strong repayment profile.
23,90000,MORTGAGE,4.0,PERSONAL,A,3000,6.03,0,0.0333,N,4,0.002,0.0333,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0363605881879225,878,Very Low,Approve,Very Low risk tier (PD=3.6%) — strong repayment profile.
24,90000,MORTGAGE,3.0,VENTURE,A,12000,7.51,0,0.1333,N,3,0.01,0.1333,75-100k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.0422108425786158,875,Very Low,Approve,Very Low risk tier (PD=4.2%) — strong repayment profile.
23,90000,MORTGAGE,5.0,PERSONAL,A,15000,6.03,0,0.1667,N,3,0.01,0.1667,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0733965813695523,856,Very Low,Approve,Very Low risk tier (PD=7.3%) — strong repayment profile.
24,125375,RENT,0.0,MEDICAL,C,12000,14.27,1,0.0957,N,2,0.0137,0.0957,100k+,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.29330624556072,724,Low,Approve,Low risk tier (PD=29.3%) — acceptable risk under standard policy.
24,90000,MORTGAGE,8.0,PERSONAL,B,8000,9.91,0,0.0889,N,4,0.0088,0.0889,75-100k,18-25,Stable(7y+),Building(2-5y),0,0,0,0,0.0955862338081038,843,Very Low,Approve,Very Low risk tier (PD=9.6%) — strong repayment profile.
23,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.1333,N,3,0.01,0.1333,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.112808992814269,832,Very Low,Approve,Very Low risk tier (PD=11.3%) — strong repayment profile.
24,35556,OWN,9.0,EDUCATION,A,13000,5.79,0,0.3656,N,2,0.0212,0.3656,25-50k,18-25,Stable(7y+),New(<=2y),0,0,0,0,0.2327946431302568,760,Low,Approve with Conditions,Low risk tier (PD=23.3%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.
22,90000,MORTGAGE,6.0,EDUCATION,A,16000,6.03,0,0.1778,N,4,0.0107,0.1778,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0630715040596895,862,Very Low,Approve,Very Low risk tier (PD=6.3%) — strong repayment profile.
23,170000,RENT,7.0,EDUCATION,B,12000,11.11,0,0.0706,N,2,0.0078,0.0706,100k+,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.0936670006875514,844,Very Low,Approve,Very Low risk tier (PD=9.4%) — strong repayment profile.
25,90000,MORTGAGE,0.0,EDUCATION,B,9000,12.69,0,0.1,N,3,0.0127,0.1,75-100k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.1170715458544033,830,Very Low,Approve,Very Low risk tier (PD=11.7%) — strong repayment profile.
24,90000,MORTGAGE,4.0,VENTURE,A,20000,7.9,0,0.2222,N,3,0.0176,0.2222,75-100k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.0654290559928574,861,Very Low,Approve,Very Low risk tier (PD=6.5%) — strong repayment profile.
