loan_id,origination_date,origination_month,person_age,age_group,person_income,income_band,person_home_ownership,person_emp_length,employment_stability,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_to_income_ratio,debt_to_income_ratio,cb_person_default_on_file,cb_person_cred_hist_length,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,loan_status,loan_status_label,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons,persona
L115583,2024-11-20,2024-11,25,18-25,136112,100k+,MORTGAGE,9.0,Stable(7y+),HOMEIMPROVEMENT,E,15600,19.42,0.1146,0.1146,0.0223,N,2,New(<=2y),0,0,0,0,1,Default,0.8455290757804967,393,Very High,Reject,Very High risk tier (PD=84.6%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L115584,2024-11-08,2024-11,23,18-25,149385,100k+,OWN,7.0,Established(3-7y),VENTURE,A,7000,8.94,0.0469,0.0469,0.0042,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0051018009636899,897,Very Low,Approve,Very Low risk tier (PD=0.5%) — strong repayment profile.,The Steady Earner
L115585,2024-11-25,2024-11,26,26-35,149400,100k+,MORTGAGE,1.0,Unstable(<1y),MEDICAL,A,7000,6.62,0.0469,0.0469,0.0031,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0429181703644809,874,Very Low,Approve,Very Low risk tier (PD=4.3%) — strong repayment profile.,The Steady Earner
L115586,2024-06-23,2024-06,23,18-25,84000,75-100k,RENT,4.0,Established(3-7y),EDUCATION,A,15000,6.03,0.1786,0.1786,0.0108,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.1236098498323536,826,Very Low,Approve,Very Low risk tier (PD=12.4%) — strong repayment profile.,The Steady Earner
L115587,2023-11-26,2023-11,23,18-25,149981,100k+,MORTGAGE,7.0,Established(3-7y),MEDICAL,C,25000,12.98,0.1667,0.1667,0.0216,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0935625197030773,844,Very Low,Approve,Very Low risk tier (PD=9.4%) — strong repayment profile.,The Moderate Borrower
L115588,2024-04-14,2024-04,25,18-25,150000,100k+,OWN,0.0,Unstable(<1y),VENTURE,A,14400,8.9,0.096,0.096,0.0085,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0043554678190511,897,Very Low,Approve,Very Low risk tier (PD=0.4%) — strong repayment profile.,The Steady Earner
L115589,2024-06-17,2024-06,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),MEDICAL,C,20000,14.65,0.1333,0.1333,0.0195,Y,4,Building(2-5y),1,0,0,0,0,Non-Default,0.1286823977106384,823,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115590,2024-04-11,2024-04,25,18-25,78000,75-100k,RENT,4.0,Established(3-7y),DEBTCONSOLIDATION,D,15000,15.31,0.1923,0.1923,0.0294,Y,4,Building(2-5y),1,0,0,1,1,Default,0.8804095803023336,372,Very High,Reject,Very High risk tier (PD=88.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L115591,2024-02-24,2024-02,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),PERSONAL,A,7500,8.9,0.05,0.05,0.0045,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0496807491526501,870,Very Low,Approve,Very Low risk tier (PD=5.0%) — strong repayment profile.,The Steady Earner
L115592,2024-08-30,2024-08,23,18-25,84000,75-100k,RENT,0.0,Unstable(<1y),MEDICAL,C,15000,11.34,0.1786,0.1786,0.0202,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.3497833730127173,690,Low,Approve,Low risk tier (PD=35.0%) — acceptable risk under standard policy.,The Fresh Starter
L115593,2023-05-02,2023-05,26,26-35,84000,75-100k,RENT,4.0,Established(3-7y),DEBTCONSOLIDATION,B,15000,10.14,0.1786,0.1786,0.0181,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.3310743944391969,701,Low,Approve,Low risk tier (PD=33.1%) — acceptable risk under standard policy.,The Steady Earner
L115594,2023-11-04,2023-11,25,18-25,150000,100k+,MORTGAGE,3.0,Early(1-3y),MEDICAL,A,12000,7.49,0.08,0.08,0.006,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0467500340464527,872,Very Low,Approve,Very Low risk tier (PD=4.7%) — strong repayment profile.,The Steady Earner
L115595,2023-11-30,2023-11,24,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),EDUCATION,A,8000,8.9,0.0533,0.0533,0.0047,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0398598517622299,876,Very Low,Approve,Very Low risk tier (PD=4.0%) — strong repayment profile.,The Steady Earner
L115596,2024-02-24,2024-02,26,26-35,150000,100k+,MORTGAGE,8.0,Stable(7y+),MEDICAL,C,35000,15.96,0.2333,0.2333,0.0372,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0887493960797449,847,Very Low,Approve,Very Low risk tier (PD=8.9%) — strong repayment profile.,The Moderate Borrower
L115597,2023-11-22,2023-11,23,18-25,19200,<25k,OWN,4.0,Established(3-7y),PERSONAL,A,6000,6.54,0.3125,0.3125,0.0204,N,2,New(<=2y),0,0,0,0,1,Default,0.2703931582395402,738,Low,Approve with Conditions,Low risk tier (PD=27.0%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.,The Moderate Borrower
L115598,2024-10-10,2024-10,21,18-25,19200,<25k,OWN,5.0,Established(3-7y),EDUCATION,A,3300,6.17,0.1719,0.1719,0.0106,N,2,New(<=2y),0,0,0,0,1,Default,0.0413825118481248,875,Very Low,Approve,Very Low risk tier (PD=4.1%) — strong repayment profile.,The Moderate Borrower
L115599,2024-07-26,2024-07,25,18-25,85000,75-100k,RENT,2.0,Early(1-3y),VENTURE,A,15000,7.9,0.1765,0.1765,0.0139,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.1045319921218888,837,Very Low,Approve,Very Low risk tier (PD=10.5%) — strong repayment profile.,The Steady Earner
L115600,2023-09-07,2023-09,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),DEBTCONSOLIDATION,A,10000,5.42,0.0667,0.0667,0.0036,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0419854076022983,875,Very Low,Approve,Very Low risk tier (PD=4.2%) — strong repayment profile.,The Steady Earner
L115601,2023-04-05,2023-04,24,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),PERSONAL,C,25000,12.99,0.1667,0.1667,0.0217,Y,4,Building(2-5y),1,0,0,0,0,Non-Default,0.0718150015334823,857,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115602,2023-10-23,2023-10,23,18-25,85000,75-100k,RENT,7.0,Established(3-7y),PERSONAL,B,15000,10.99,0.1765,0.1765,0.0194,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.2535221455736454,748,Low,Approve,Low risk tier (PD=25.4%) — acceptable risk under standard policy.,The Steady Earner
L115603,2023-07-03,2023-07,26,26-35,19200,<25k,OWN,7.0,Established(3-7y),PERSONAL,A,4500,7.88,0.2344,0.2344,0.0185,N,3,Building(2-5y),0,0,0,0,1,Default,0.1271217615120371,824,Very Low,Approve,Very Low risk tier (PD=12.7%) — strong repayment profile.,The Moderate Borrower
L115604,2023-09-17,2023-09,23,18-25,150000,100k+,MORTGAGE,7.0,Established(3-7y),MEDICAL,B,30000,9.99,0.2,0.2,0.02,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0526308302563558,868,Very Low,Approve,Very Low risk tier (PD=5.3%) — strong repayment profile.,The Steady Earner
L115605,2024-10-28,2024-10,25,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),DEBTCONSOLIDATION,C,5000,12.99,0.0333,0.0333,0.0043,Y,4,Building(2-5y),1,0,0,0,0,Non-Default,0.1875908777902409,787,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115606,2023-07-05,2023-07,23,18-25,85000,75-100k,RENT,7.0,Established(3-7y),EDUCATION,D,15000,14.59,0.1765,0.1765,0.0257,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.7488972114267032,451,Very High,Reject,Very High risk tier (PD=74.9%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L115607,2024-02-13,2024-02,24,18-25,85000,75-100k,RENT,0.0,Unstable(<1y),MEDICAL,C,15000,13.11,0.1765,0.1765,0.0231,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.3910018759174663,665,Moderate,Approve with Conditions,Moderate risk tier (PD=39.1%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Fresh Starter
L115608,2023-03-10,2023-03,21,18-25,85000,75-100k,RENT,2.0,Early(1-3y),VENTURE,B,15000,10.95,0.1765,0.1765,0.0193,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.1566480234671824,806,Very Low,Approve,Very Low risk tier (PD=15.7%) — strong repayment profile.,The Steady Earner
L115609,2024-09-18,2024-09,26,26-35,150000,100k+,MORTGAGE,6.0,Established(3-7y),EDUCATION,D,6400,15.62,0.0427,0.0427,0.0067,Y,2,New(<=2y),1,0,0,0,0,Non-Default,0.5271608229324313,584,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115610,2023-01-08,2023-01,24,18-25,85100,75-100k,RENT,3.0,Early(1-3y),EDUCATION,C,15000,13.48,0.1763,0.1763,0.0238,Y,2,New(<=2y),1,0,0,1,0,Non-Default,0.2864746520287132,728,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115611,2023-09-22,2023-09,24,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),MEDICAL,A,24000,7.49,0.16,0.16,0.012,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0403305660948507,876,Very Low,Approve,Very Low risk tier (PD=4.0%) — strong repayment profile.,The Steady Earner
L115612,2024-04-28,2024-04,25,18-25,86004,75-100k,RENT,1.0,Unstable(<1y),PERSONAL,C,15000,12.53,0.1744,0.1744,0.0219,Y,4,Building(2-5y),1,0,0,1,0,Non-Default,0.3044802166070836,717,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115613,2024-09-08,2024-09,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),DEBTCONSOLIDATION,A,12000,7.49,0.08,0.08,0.006,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0571126347819204,866,Very Low,Approve,Very Low risk tier (PD=5.7%) — strong repayment profile.,The Steady Earner
L115614,2024-01-06,2024-01,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),EDUCATION,A,8200,5.79,0.0547,0.0547,0.0032,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.023256837759356,886,Very Low,Approve,Very Low risk tier (PD=2.3%) — strong repayment profile.,The Steady Earner
L115615,2024-11-07,2024-11,26,26-35,87000,75-100k,RENT,6.0,Established(3-7y),MEDICAL,A,15000,5.99,0.1724,0.1724,0.0103,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.1712687481779877,797,Very Low,Approve,Very Low risk tier (PD=17.1%) — strong repayment profile.,The Steady Earner
L115616,2023-03-24,2023-03,22,18-25,19008,<25k,OWN,4.0,Established(3-7y),PERSONAL,A,12000,5.42,0.6313,0.6313,0.0342,N,4,Building(2-5y),0,1,0,0,1,Default,0.9723658913381572,317,Very High,Reject,Very High risk tier (PD=97.2%) — default probability too high for approval under current risk appetite.,The Overextended Borrower
L115617,2024-10-07,2024-10,23,18-25,150000,100k+,MORTGAGE,7.0,Established(3-7y),DEBTCONSOLIDATION,A,9600,6.92,0.064,0.064,0.0044,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0538979696747255,868,Very Low,Approve,Very Low risk tier (PD=5.4%) — strong repayment profile.,The Steady Earner
L115618,2023-07-30,2023-07,22,18-25,87000,75-100k,RENT,6.0,Established(3-7y),PERSONAL,B,15000,10.62,0.1724,0.1724,0.0183,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.235883457976167,758,Low,Approve,Low risk tier (PD=23.6%) — acceptable risk under standard policy.,The Steady Earner
L115619,2023-11-09,2023-11,26,26-35,150000,100k+,MORTGAGE,1.0,Unstable(<1y),PERSONAL,B,6000,10.74,0.04,0.04,0.0043,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0759252251311364,854,Very Low,Approve,Very Low risk tier (PD=7.6%) — strong repayment profile.,The Steady Earner
L115620,2024-08-26,2024-08,22,18-25,150000,100k+,MORTGAGE,3.0,Early(1-3y),VENTURE,B,25000,11.11,0.1667,0.1667,0.0185,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0293018126321799,882,Very Low,Approve,Very Low risk tier (PD=2.9%) — strong repayment profile.,The Steady Earner
L115621,2023-12-03,2023-12,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),MEDICAL,B,25000,10.37,0.1667,0.1667,0.0173,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0608974429836794,863,Very Low,Approve,Very Low risk tier (PD=6.1%) — strong repayment profile.,The Steady Earner
L115622,2024-05-04,2024-05,25,18-25,150000,100k+,MORTGAGE,4.0,Established(3-7y),EDUCATION,A,6000,7.66,0.04,0.04,0.0031,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.032784524378352,880,Very Low,Approve,Very Low risk tier (PD=3.3%) — strong repayment profile.,The Steady Earner
L115623,2024-02-07,2024-02,21,18-25,19000,<25k,OWN,0.0,Unstable(<1y),MEDICAL,D,7200,14.74,0.3789,0.3789,0.0559,Y,4,Building(2-5y),1,0,1,0,1,Default,0.9302124232284912,342,Very High,Reject,Very High risk tier (PD=93.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L115624,2024-09-30,2024-09,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),PERSONAL,B,20000,8.88,0.1333,0.1333,0.0118,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0439105388364553,874,Very Low,Approve,Very Low risk tier (PD=4.4%) — strong repayment profile.,The Steady Earner
L115625,2023-07-10,2023-07,22,18-25,87800,75-100k,RENT,3.0,Early(1-3y),MEDICAL,B,15000,11.36,0.1708,0.1708,0.0194,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.2983531513307189,721,Low,Approve,Low risk tier (PD=29.8%) — acceptable risk under standard policy.,The Steady Earner
L115626,2024-11-01,2024-11,25,18-25,150000,100k+,MORTGAGE,3.0,Early(1-3y),HOMEIMPROVEMENT,A,15000,6.54,0.1,0.1,0.0065,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0615106495256982,863,Very Low,Approve,Very Low risk tier (PD=6.2%) — strong repayment profile.,The Steady Earner
L115627,2023-12-01,2023-12,23,18-25,150000,100k+,MORTGAGE,7.0,Established(3-7y),MEDICAL,A,8000,6.91,0.0533,0.0533,0.0037,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0451073198456482,873,Very Low,Approve,Very Low risk tier (PD=4.5%) — strong repayment profile.,The Steady Earner
L115628,2024-06-05,2024-06,26,26-35,150000,100k+,MORTGAGE,3.0,Early(1-3y),DEBTCONSOLIDATION,B,25000,9.99,0.1667,0.1667,0.0167,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0695985032292042,858,Very Low,Approve,Very Low risk tier (PD=7.0%) — strong repayment profile.,The Steady Earner
L115629,2024-09-10,2024-09,23,18-25,88000,75-100k,RENT,0.0,Unstable(<1y),EDUCATION,C,15000,10.28,0.1705,0.1705,0.0175,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.2083240843677735,775,Low,Approve,Low risk tier (PD=20.8%) — acceptable risk under standard policy.,The Fresh Starter
L115630,2023-03-28,2023-03,25,18-25,150000,100k+,MORTGAGE,5.0,Established(3-7y),DEBTCONSOLIDATION,A,10000,6.54,0.0667,0.0667,0.0044,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0499638486053491,870,Very Low,Approve,Very Low risk tier (PD=5.0%) — strong repayment profile.,The Steady Earner
L115631,2024-08-01,2024-08,26,26-35,150000,100k+,MORTGAGE,10.0,Stable(7y+),DEBTCONSOLIDATION,B,14000,10.36,0.0933,0.0933,0.0097,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0925214820370239,844,Very Low,Approve,Very Low risk tier (PD=9.3%) — strong repayment profile.,The Steady Earner
L115632,2023-03-03,2023-03,22,18-25,150000,100k+,MORTGAGE,6.0,Established(3-7y),PERSONAL,D,18000,15.2,0.12,0.12,0.0182,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.4620910347335618,623,Moderate,Approve with Conditions,Moderate risk tier (PD=46.2%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L115633,2024-01-22,2024-01,26,26-35,78000,75-100k,RENT,1.0,Unstable(<1y),DEBTCONSOLIDATION,B,15000,12.42,0.1923,0.1923,0.0239,N,3,Building(2-5y),0,0,0,1,1,Default,0.4311181193618179,641,Moderate,Approve with Conditions,Moderate risk tier (PD=43.1%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Steady Earner
L115634,2023-05-26,2023-05,24,18-25,90000,75-100k,RENT,6.0,Established(3-7y),HOMEIMPROVEMENT,D,15000,17.27,0.1667,0.1667,0.0288,Y,4,Building(2-5y),1,0,0,1,0,Non-Default,0.9033048390469964,358,Very High,Reject,Very High risk tier (PD=90.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L115635,2023-06-02,2023-06,24,18-25,90000,75-100k,RENT,0.0,Unstable(<1y),DEBTCONSOLIDATION,A,15000,7.9,0.1667,0.1667,0.0132,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.2250355350201595,765,Low,Approve,Low risk tier (PD=22.5%) — acceptable risk under standard policy.,The Steady Earner
L115636,2024-09-10,2024-09,24,18-25,150000,100k+,MORTGAGE,2.0,Early(1-3y),PERSONAL,B,24250,10.38,0.1617,0.1617,0.0168,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0482342793208697,871,Very Low,Approve,Very Low risk tier (PD=4.8%) — strong repayment profile.,The Steady Earner
L115637,2024-10-21,2024-10,24,18-25,90000,75-100k,RENT,8.0,Stable(7y+),HOMEIMPROVEMENT,D,15000,17.58,0.1667,0.1667,0.0293,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.9091518610010844,355,Very High,Reject,Very High risk tier (PD=90.9%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L115638,2024-11-28,2024-11,24,18-25,150000,100k+,MORTGAGE,3.0,Early(1-3y),MEDICAL,C,15000,13.48,0.1,0.1,0.0135,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.131378369144993,821,Very Low,Approve,Very Low risk tier (PD=13.1%) — strong repayment profile.,The Moderate Borrower
L115639,2023-12-15,2023-12,22,18-25,90000,75-100k,RENT,5.0,Established(3-7y),MEDICAL,B,15000,11.49,0.1667,0.1667,0.0192,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.2909705733898003,725,Low,Approve,Low risk tier (PD=29.1%) — acceptable risk under standard policy.,The Steady Earner
L115640,2023-06-27,2023-06,25,18-25,150000,100k+,MORTGAGE,7.0,Established(3-7y),HOMEIMPROVEMENT,B,22000,10.38,0.1467,0.1467,0.0152,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.1006447679725494,840,Very Low,Approve,Very Low risk tier (PD=10.1%) — strong repayment profile.,The Steady Earner
L115641,2024-05-01,2024-05,24,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),VENTURE,B,24000,10.99,0.16,0.16,0.0176,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0296146693564134,882,Very Low,Approve,Very Low risk tier (PD=3.0%) — strong repayment profile.,The Steady Earner
L115642,2024-10-22,2024-10,26,26-35,90000,75-100k,RENT,8.0,Stable(7y+),PERSONAL,D,15000,15.31,0.1667,0.1667,0.0255,Y,3,Building(2-5y),1,0,0,1,0,Non-Default,0.7795370580147496,432,Very High,Reject,Very High risk tier (PD=78.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L115643,2023-09-04,2023-09,23,18-25,150000,100k+,MORTGAGE,5.0,Established(3-7y),VENTURE,A,10000,7.14,0.0667,0.0667,0.0048,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0199439345388555,888,Very Low,Approve,Very Low risk tier (PD=2.0%) — strong repayment profile.,The Steady Earner
L115644,2023-09-11,2023-09,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),DEBTCONSOLIDATION,B,25000,10.25,0.1667,0.1667,0.0171,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0725312661156713,856,Very Low,Approve,Very Low risk tier (PD=7.3%) — strong repayment profile.,The Steady Earner
L115645,2024-05-14,2024-05,24,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),EDUCATION,B,25000,10.99,0.1667,0.1667,0.0183,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0414318264991832,875,Very Low,Approve,Very Low risk tier (PD=4.1%) — strong repayment profile.,The Steady Earner
L115646,2024-06-24,2024-06,24,18-25,90000,75-100k,RENT,3.0,Early(1-3y),HOMEIMPROVEMENT,B,15000,11.86,0.1667,0.1667,0.0198,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.4067313349105759,656,Moderate,Approve with Conditions,Moderate risk tier (PD=40.7%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Steady Earner
L115647,2023-12-18,2023-12,26,26-35,150000,100k+,OWN,10.0,Stable(7y+),VENTURE,B,24000,11.83,0.16,0.16,0.0189,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0058723176464517,896,Very Low,Approve,Very Low risk tier (PD=0.6%) — strong repayment profile.,The Steady Earner
L115648,2024-05-26,2024-05,26,26-35,150000,100k+,OWN,10.0,Stable(7y+),VENTURE,A,21000,7.49,0.14,0.14,0.0105,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0032251856489328,898,Very Low,Approve,Very Low risk tier (PD=0.3%) — strong repayment profile.,The Steady Earner
L115649,2023-01-13,2023-01,26,26-35,150000,100k+,OWN,6.0,Established(3-7y),EDUCATION,D,7000,14.96,0.0467,0.0467,0.007,Y,4,Building(2-5y),1,0,0,0,0,Non-Default,0.1442111323781378,813,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115650,2024-07-12,2024-07,22,18-25,150000,100k+,MORTGAGE,6.0,Established(3-7y),MEDICAL,C,9500,12.87,0.0633,0.0633,0.0082,Y,4,Building(2-5y),1,0,0,0,0,Non-Default,0.1381857150328374,817,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115651,2023-05-31,2023-05,24,18-25,90000,75-100k,RENT,9.0,Stable(7y+),VENTURE,D,15000,14.42,0.1667,0.1667,0.024,Y,3,Building(2-5y),1,0,0,1,0,Non-Default,0.6374426426368861,518,High,Manual Review,High risk tier (PD=63.7%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L115652,2023-02-19,2023-02,24,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),VENTURE,C,15000,13.16,0.1,0.1,0.0132,Y,3,Building(2-5y),1,0,0,0,0,Non-Default,0.0565843849032065,866,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115653,2023-08-03,2023-08,25,18-25,79000,75-100k,RENT,5.0,Established(3-7y),EDUCATION,B,15000,12.18,0.1899,0.1899,0.0231,N,3,Building(2-5y),0,0,0,1,1,Default,0.2673560711094859,740,Low,Approve,Low risk tier (PD=26.7%) — acceptable risk under standard policy.,The Steady Earner
L115654,2024-10-05,2024-10,26,26-35,150000,100k+,MORTGAGE,10.0,Stable(7y+),PERSONAL,B,15000,12.21,0.1,0.1,0.0122,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0774393923005791,854,Very Low,Approve,Very Low risk tier (PD=7.7%) — strong repayment profile.,The Steady Earner
L115655,2024-01-07,2024-01,25,18-25,150000,100k+,MORTGAGE,6.0,Established(3-7y),DEBTCONSOLIDATION,C,5000,13.16,0.0333,0.0333,0.0044,Y,4,Building(2-5y),1,0,0,0,0,Non-Default,0.1916842831697965,785,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L115656,2023-04-23,2023-04,26,26-35,150000,100k+,MORTGAGE,0.0,Unstable(<1y),DEBTCONSOLIDATION,A,6000,9.63,0.04,0.04,0.0039,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0873590545985411,848,Very Low,Approve,Very Low risk tier (PD=8.7%) — strong repayment profile.,The Steady Earner
L115657,2023-09-09,2023-09,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),MEDICAL,B,12500,11.58,0.0833,0.0833,0.0096,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0955817386376463,843,Very Low,Approve,Very Low risk tier (PD=9.6%) — strong repayment profile.,The Steady Earner
L115658,2023-12-07,2023-12,24,18-25,150000,100k+,MORTGAGE,5.0,Established(3-7y),DEBTCONSOLIDATION,B,20000,10.51,0.1333,0.1333,0.014,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0830434844812852,850,Very Low,Approve,Very Low risk tier (PD=8.3%) — strong repayment profile.,The Steady Earner
L115659,2023-02-22,2023-02,24,18-25,68000,50-75k,RENT,5.0,Established(3-7y),MEDICAL,D,15000,15.58,0.2206,0.2206,0.0344,Y,4,Building(2-5y),1,0,0,1,1,Default,0.8937973256432342,364,Very High,Reject,Very High risk tier (PD=89.4%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L115660,2023-05-10,2023-05,26,26-35,138000,100k+,MORTGAGE,4.0,Established(3-7y),EDUCATION,F,18000,16.4,0.1304,0.1304,0.0214,N,3,Building(2-5y),0,0,0,0,1,Default,0.6220070795455427,527,High,Manual Review,High risk tier (PD=62.2%) — requires underwriter judgement and possibly additional collateral/guarantor.,The High-Risk Applicant
L115661,2023-07-12,2023-07,23,18-25,150000,100k+,MORTGAGE,8.0,Stable(7y+),DEBTCONSOLIDATION,B,24000,9.76,0.16,0.16,0.0156,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0702934649049558,858,Very Low,Approve,Very Low risk tier (PD=7.0%) — strong repayment profile.,The Steady Earner
L115662,2024-08-13,2024-08,25,18-25,150000,100k+,MORTGAGE,9.0,Stable(7y+),MEDICAL,B,12125,8.7,0.0808,0.0808,0.007,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.0624417604515412,863,Very Low,Approve,Very Low risk tier (PD=6.2%) — strong repayment profile.,The Steady Earner
L115663,2023-02-26,2023-02,21,18-25,150075,100k+,OWN,0.0,Unstable(<1y),VENTURE,A,25000,7.49,0.1666,0.1666,0.0125,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.003039634445953,898,Very Low,Approve,Very Low risk tier (PD=0.3%) — strong repayment profile.,The Steady Earner
